日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017-07-17,'000333,美的集团,41.66,42.5,40.5,42.1,42.17,-0.51,-1.2094,0.7213,46048766,1907521304.22,270357153350.0,265956607550.0,45987
2017-07-14,'000333,美的集团,42.17,42.39,41.38,41.8,41.99,0.18,0.4287,0.3628,23161858,970662279.52,273666854459.0,269212437359.0,30579
2017-07-13,'000333,美的集团,41.99,42.61,41.35,41.5,41.7,0.29,0.6954,0.4338,27696758,1166065054.95,272498724656.0,268063320956.0,32676
2017-07-12,'000333,美的集团,41.7,43.17,41.45,42.81,42.95,-1.25,-2.9104,0.6667,42562092,1799570653.01,270616737751.0,266211966751.0,50786
2017-07-11,'000333,美的集团,42.95,43.3,41.4,41.4,41.37,1.58,3.8192,1.0759,68685309,2919625386.29,278728750273.0,274191941773.0,71615
2017-07-10,'000333,美的集团,41.37,41.87,41.2,41.3,41.63,-0.26,-0.6245,0.4649,29679155,1229483355.92,268475166445.0,264105253345.0,35513
2017-07-07,'000333,美的集团,41.63,42.48,41.26,42.13,42.6,-0.97,-2.2769999999999997,0.635,40535361,1689133843.86,270162465049.0,265765088149.0,48676
2017-07-06,'000333,美的集团,42.6,43.0,41.65,42.93,42.94,-0.34,-0.7918,0.7138,45566724,1926026719.92,276457386767.0,271957548767.0,48414
2017-07-05,'000333,美的集团,42.94,42.96,41.3,41.4,41.5,1.44,3.4699,0.6913,44130678,1868284416.23,278663854173.0,274128101973.0,51438
2017-07-04,'000333,美的集团,41.5,41.82,40.92,41.8,41.8,-0.3,-0.7177,0.7989,51000258,2104852484.32,269318815747.0,264935170747.0,57337
2017-07-03,'000333,美的集团,41.8,42.85,41.56,42.85,43.04,-1.24,-2.8810000000000002,0.8041,51331243,2156580933.86,271265698752.0,266850364752.0,62212
2017-06-30,'000333,美的集团,43.04,43.36,42.55,43.0,43.16,-0.12,-0.278,0.614,39196385,1685646648.88,279312815175.0,274766499975.0,43042
2017-06-29,'000333,美的集团,43.16,43.25,42.55,42.78,42.78,0.38,0.8883,0.7111,45394479,1947619517.36,280091568377.0,275532577577.0,57129
2017-06-28,'000333,美的集团,42.78,43.63,42.5,43.63,44.0,-1.22,-2.7727,0.9171,58544780,2515804867.62,277625516570.0,273106665170.0,76191
2017-06-27,'000333,美的集团,44.0,44.42,43.06,44.4,44.25,-0.25,-0.565,0.7809,49851795,2176423865.37,285542840792.0,280895120792.0,75040
2017-06-26,'000333,美的集团,44.25,45.39,44.0,44.17,44.48,-0.23,-0.5171,0.9405,60043128,2681264195.95,287165243296.0,282491115796.0,74286
2017-06-23,'000333,美的集团,44.48,44.57,42.26,42.75,42.5,1.98,4.6588,0.745,47558268,2056736925.71,288657853601.0,283959431201.0,50102
2017-06-22,'000333,美的集团,42.5,43.44,42.2,42.84,42.79,-0.29,-0.6777,0.9805,62591806,2681685111.72,275808425765.0,271319150765.0,62606
2017-06-21,'000333,美的集团,42.79,42.79,40.6,41.18,40.88,1.91,4.6722,0.7684,49051689,2046649826.07,277690412670.0,273170504970.0,50912
2017-06-20,'000333,美的集团,40.88,41.27,40.04,40.5,40.34,0.54,1.3386,0.8657,55267388,2249834179.59,265295257536.0,260977103136.0,52585
2017-06-19,'000333,美的集团,40.34,40.55,39.52,39.6,39.06,1.28,3.2769999999999997,0.9175,58573578,2346748482.42,261790868126.0,257529753926.0,55980
2017-06-16,'000333,美的集团,39.06,40.38,38.94,39.92,39.7,-0.64,-1.6121,0.7204,45990378,1819097869.48,253484167303.0,249358259503.0,47566
2017-06-15,'000333,美的集团,39.7,40.03,39.01,39.25,39.1,0.6,1.5345,0.633,40391966,1594147484.49,256719256715.0,253331002848.0,41570
2017-06-14,'000333,美的集团,39.1,40.2,38.92,40.04,40.16,-1.06,-2.6394,0.7426,47401821,1865659774.46,252807985089.0,249582235089.0,59795
2017-06-13,'000333,美的集团,40.16,40.7,39.95,40.46,40.46,-0.3,-0.7415,0.4609,29422737,1182718545.47,259661603099.0,256348403099.0,27596
2017-06-12,'000333,美的集团,40.46,41.14,39.81,40.15,40.3,0.16,0.397,0.7295,46562276,1880663314.59,261601306309.0,258263356309.0,55856
2017-06-09,'000333,美的集团,40.3,41.06,39.77,40.39,40.25,0.05,0.1242,0.7666,48933750,1982802646.9,260566797930.0,257242047930.0,56908
2017-06-08,'000333,美的集团,40.25,40.25,38.71,38.71,38.7,1.55,4.0052,0.7081,45198892,1789706679.57,260243514062.0,256922889062.0,40656
2017-06-07,'000333,美的集团,38.7,39.12,37.81,38.0,38.0,0.7,1.8421,0.8358,53353161,2052782435.95,250221714142.0,247028964142.0,39747
2017-06-06,'000333,美的集团,38.0,38.01,36.45,36.5,36.39,1.61,4.4243,0.7496,47849505,1789235212.08,245695739984.0,242560739984.0,39492
2017-06-05,'000333,美的集团,36.39,36.82,36.2,36.29,36.39,0.0,0.0,0.4024,25682969,938757130.12,235285999422.0,232283824422.0,22790
2017-06-02,'000333,美的集团,36.39,36.65,35.8,36.5,36.5,-0.11,-0.3014,0.5417,34580414,1255234084.37,235285999422.0,232283824422.0,31078
2017-06-01,'000333,美的集团,36.5,36.67,36.0,36.16,36.12,0.38,1.052,0.6368,40649503,1480882589.43,235997223932.0,232985973932.0,40550
2017-05-31,'000333,美的集团,36.12,36.12,35.12,35.78,35.67,0.45,1.2616,0.5777,36876452,1315310954.06,233540266532.0,230560366532.0,37051
2017-05-26,'000333,美的集团,35.67,35.94,35.31,35.31,35.33,0.34,0.9624,0.5139,32801198,1170518543.53,230630711717.0,227687936717.0,34372
2017-05-25,'000333,美的集团,35.33,36.1,35.2,35.87,36.11,-0.78,-2.1601,0.6438,41093926,1463033883.78,228432381411.0,225517656411.0,43909
2017-05-24,'000333,美的集团,36.11,36.48,35.65,36.16,36.32,-0.21,-0.5782,0.44299999999999995,28275462,1021390212.87,233475609758.0,230496534758.0,29440
2017-05-23,'000333,美的集团,36.32,36.58,35.55,36.25,36.21,0.11,0.3038,0.8190000000000001,52276026,1889503285.31,234833402006.0,231837002006.0,38656
2017-05-22,'000333,美的集团,36.21,36.3,35.28,35.28,35.54,0.67,1.8852,0.7488,47794903,1711710914.25,234122177495.0,231134852495.0,40088
2017-05-19,'000333,美的集团,35.54,35.58,34.7,34.71,34.48,1.06,3.0742,0.7924,50578699,1784970839.26,229790173659.0,226858123659.0,39241
2017-05-18,'000333,美的集团,34.48,35.06,34.2,34.26,34.37,0.11,0.32,0.5992,38248848,1327757701.4,222936555649.0,220091955649.0,30922
2017-05-17,'000333,美的集团,34.37,35.2,34.31,35.1,35.32,-0.95,-2.6897,0.7859999999999999,50169996,1741741544.17,222225331138.0,219389806138.0,46219
2017-05-16,'000333,美的集团,35.32,35.49,34.22,34.54,35.31,0.01,0.0283,0.9877,63049159,2196001436.14,228367724638.0,225453824638.0,43904
2017-05-15,'000333,美的集团,35.31,36.0,35.18,35.38,35.75,-0.44,-1.2308,0.8123,51852105,1837233408.77,228303067864.0,225389992864.0,38326
2017-05-12,'000333,美的集团,35.75,36.35,35.31,35.97,35.82,-0.07,-0.1954,0.5983,38187857,1364622351.85,231147965906.0,228198590906.0,29132
2017-05-11,'000333,美的集团,35.82,35.98,34.74,34.96,35.15,0.67,1.9061,0.6407,40898787,1451845781.86,231600563322.0,228645413322.0,36393
2017-05-10,'000333,美的集团,35.15,35.33,34.26,34.44,34.3,0.85,2.4781,0.616,39320934,1367506688.52,227268559485.0,224368684485.0,33598
2017-05-09,'000333,美的集团,35.3,35.78,34.56,35.78,35.68,-0.38,-1.065,0.5979,38161916,1337877360.93,228238411090.0,225326161090.0,33204
2017-05-08,'000333,美的集团,35.68,36.49,35.03,36.09,36.15,-0.47,-1.3001,0.4989,31844236,1139028395.33,230695368490.0,227751768490.0,33658
2017-05-05,'000333,美的集团,36.15,36.31,35.35,35.5,35.3,0.85,2.4079,0.8626,55059063,1980293394.44,233734236853.0,230751861853.0,41233
2017-05-04,'000333,美的集团,35.3,35.58,35.03,35.25,35.19,0.11,0.3126,0.6587,42046195,1487632340.12,228238411090.0,225326161090.0,34008
2017-05-03,'000333,美的集团,35.19,35.35,34.39,34.92,34.92,0.27,0.7732,0.5541,35366400,1235841395.86,227527186580.0,224624011580.0,34014
2017-05-02,'000333,美的集团,34.92,34.92,33.15,33.21,33.66,1.26,3.7433,0.9351,59691490,2053124181.89,225781453691.0,222900553691.0,48537
2017-04-28,'000333,美的集团,33.66,34.04,32.96,34.04,34.04,-0.38,-1.1163,0.6549,41803695,1390913787.05,217634700207.0,214857750207.0,38839
2017-04-27,'000333,美的集团,34.04,34.3,33.35,34.3,34.3,-0.26,-0.758,0.5458,34837622,1174443295.6,220091657607.0,217283357607.0,34954
2017-04-26,'000333,美的集团,34.3,35.2,34.03,34.43,34.24,0.06,0.1752,0.8849,56487892,1957592135.05,221772733722.0,218942983722.0,47399
2017-04-25,'000333,美的集团,34.24,34.3,33.01,33.2,33.12,1.12,3.3816,0.6237,39809302,1340561925.68,221384793080.0,218559993080.0,37912
2017-04-24,'000333,美的集团,33.12,34.0,33.01,34.0,34.23,-1.11,-3.2428,0.5498,35097510,1175095023.32,214143234428.0,211410834428.0,32977
2017-04-21,'000333,美的集团,34.23,34.55,33.9,34.27,34.5,-0.27,-0.7826,0.4609,29418329,1004821432.38,221320136307.0,218496161307.0,33293
2017-04-20,'000333,美的集团,34.5,35.04,34.25,34.26,34.23,0.27,0.7888,0.8106,51740265,1800422369.17,223065869196.0,220219619196.0,47983
2017-04-19,'000333,美的集团,34.23,34.25,33.65,33.93,34.08,0.15,0.4401,0.6066,38721919,1314734731.51,221320136307.0,218496161307.0,37903
2017-04-18,'000333,美的集团,34.08,34.22,33.16,33.18,33.18,0.9,2.7125,0.7712,49227457,1668283100.09,220350284701.0,217538684701.0,45998
2017-04-17,'000333,美的集团,33.18,33.35,32.49,32.62,32.64,0.54,1.6544,0.5957,38024165,1257959595.49,214531175070.0,211793825070.0,33338
2017-04-14,'000333,美的集团,32.64,33.1,32.4,32.96,32.96,-0.32,-0.9709,0.2654,16940131,552502008.58,211039709292.0,208346909292.0,19045
2017-04-13,'000333,美的集团,32.96,33.12,32.33,32.35,32.4,0.56,1.7284,0.3899,24885559,818579557.37,213108726049.0,210389526049.0,28670
2017-04-12,'000333,美的集团,32.4,32.75,32.05,32.29,32.4,0.0,0.0,0.4012,25606535,830673202.8,209487946723.0,206814946723.0,28770
2017-04-11,'000333,美的集团,32.4,33.06,31.85,32.83,32.9,-0.5,-1.5198,0.8772,55991780,1810877217.32,209487946723.0,206814946723.0,52453
2017-04-10,'000333,美的集团,32.9,33.76,32.9,33.66,33.65,-0.75,-2.2288,0.6279,40077667,1330706593.19,212720785407.0,210006535407.0,38229
2017-04-07,'000333,美的集团,33.65,34.12,33.56,33.84,33.89,-0.24,-0.7082,0.5647,36043637,1218565584.17,217570043433.0,214793918433.0,35569
2017-04-06,'000333,美的集团,33.89,33.89,33.0,33.26,33.19,0.7,2.1091,0.6894,44007551,1469071629.31,219121806002.0,216325881002.0,41516
2017-04-05,'000333,美的集团,33.19,33.52,32.8,33.23,33.3,-0.11,-0.3303,0.8937,57047461,1891523419.34,214595831844.0,211857656844.0,54868
2017-03-31,'000333,美的集团,33.3,33.59,32.83,33.13,33.13,0.17,0.5131,0.6235,39796406,1321769363.53,215307056354.0,212559806354.0,43719
2017-03-30,'000333,美的集团,33.13,33.86,32.81,33.75,33.8,-0.67,-1.9822,0.6994,44539893,1482720598.14,213714168163.0,210980943163.0,39061
2017-03-29,'000333,美的集团,33.8,34.09,33.29,33.95,33.95,-0.15,-0.4418,0.6377,40609335,1368888654.76,218036187260.0,215247687260.0,45411
2017-03-28,'000333,美的集团,33.95,34.3,33.67,34.1,34.15,-0.2,-0.5857,0.5523,35172768,1190715963.42,219003803475.0,216202928475.0,36530
2017-03-27,'000333,美的集团,34.15,35.35,34.0,34.92,34.92,-0.77,-2.205,0.5491,34969871,1210503403.65,220293958430.0,217476583430.0,37494
2017-03-24,'000333,美的集团,34.92,35.66,34.61,34.76,34.75,0.17,0.4892,0.6785,43208129,1520361504.59,225261055003.0,222380155003.0,40586
2017-03-23,'000333,美的集团,34.75,34.9,34.08,34.37,34.36,0.39,1.135,0.5876,37418815,1291101108.19,224164423292.0,221297548292.0,32618
2017-03-22,'000333,美的集团,34.36,34.42,33.98,34.12,34.31,0.05,0.1457,0.5386,34298780,1173042349.43,221648621132.0,218813921132.0,31726
2017-03-21,'000333,美的集团,34.31,34.31,33.36,33.4,33.48,0.83,2.4791,0.6504,41419431,1403674544.02,221326082393.0,218495507393.0,37446
2017-03-20,'000333,美的集团,33.48,33.77,33.0,33.46,33.41,0.07,0.2095,0.5332,33955841,1130342565.74,215971939333.0,213209839333.0,34631
2017-03-17,'000333,美的集团,33.41,34.05,33.33,33.83,33.98,-0.57,-1.6775,0.5955,37922880,1274319167.72,215520385099.0,212764060099.0,37146
2017-03-16,'000333,美的集团,33.98,34.76,33.82,34.51,34.42,-0.44,-1.2783,0.6805,43333001,1478349862.24,219197326719.0,216393976719.0,39861
2017-03-15,'000333,美的集团,34.42,34.53,33.8,33.88,34.02,0.4,1.1758,0.5039,32086789,1096873461.82,222035667618.0,219196017618.0,29108
2017-03-14,'000333,美的集团,34.02,34.16,33.38,33.94,33.9,0.12,0.354,0.5369,34191078,1154170220.54,219455357709.0,216648707709.0,36824
2017-03-13,'000333,美的集团,33.9,34.79,33.74,34.28,34.22,-0.32,-0.9351,0.7067,45004050,1537993414.65,218681264737.0,215884514737.0,39344
2017-03-10,'000333,美的集团,34.22,34.3,32.77,32.88,32.92,1.3,3.949,0.755,48077585,1624041044.31,220745512664.0,217922362664.0,36966
2017-03-09,'000333,美的集团,32.92,33.68,32.88,33.3,33.28,-0.36,-1.0817,0.3737,23799594,788991173.61,212359505461.0,209643605461.0,22690
2017-03-08,'000333,美的集团,33.28,33.58,32.8,33.18,33.01,0.27,0.8179,0.5729,36485727,1213541800.07,214681784379.0,211936184379.0,27341
2017-03-07,'000333,美的集团,33.01,33.17,32.55,32.9,32.89,0.12,0.3649,0.4313,27466130,903570033.54,212940075191.0,210216750191.0,25352
2017-03-06,'000333,美的集团,32.89,33.1,31.52,31.52,31.72,1.17,3.6885,0.6793,43259618,1406128913.65,212165982218.0,209452557218.0,44571
2017-03-03,'000333,美的集团,31.72,31.73,31.13,31.49,31.49,0.23,0.7304,0.4708,29981615,942871472.34,204618575736.0,202001675736.0,24308
2017-03-02,'000333,美的集团,31.49,32.16,31.38,32.03,32.03,-0.54,-1.6859,0.3396,21626204,683771083.04,203134897539.0,200536972539.0,22332
2017-03-01,'000333,美的集团,32.03,32.05,31.79,31.8,31.86,0.17,0.5336,0.3031,19301163,615952755.93,206618315915.0,203975840915.0,16941
2017-02-28,'000333,美的集团,31.86,32.08,31.56,31.65,31.61,0.25,0.7909,0.3312,21088826,671010959.37,205521684204.0,202893234204.0,19565
2017-02-27,'000333,美的集团,31.61,32.39,31.58,32.38,32.37,-0.76,-2.3479,0.5252,33444675,1065158504.41,203908990511.0,201301165511.0,29664
2017-02-24,'000333,美的集团,32.37,33.02,32.18,32.98,33.1,-0.73,-2.2054,0.5321,33884254,1099578017.13,208811579337.0,206141054337.0,34636
2017-02-23,'000333,美的集团,33.1,33.28,32.6,33.06,33.05,0.05,0.1513,0.4889,31137295,1025755646.91,213520644920.0,210789894920.0,23826
2017-02-22,'000333,美的集团,33.05,33.32,32.31,32.37,32.45,0.6,1.849,0.5211,33187653,1093311015.64,213198106182.0,210471481182.0,25813
2017-02-21,'000333,美的集团,32.45,32.87,32.1,32.71,32.58,-0.13,-0.39899999999999997,0.6064,38615740,1252870460.09,209327641319.0,206650516319.0,30886
2017-02-20,'000333,美的集团,32.58,33.47,32.18,32.27,32.25,0.33,1.0233,1.0602,67515453,2228769528.62,210166242039.0,207478392039.0,41134
2017-02-17,'000333,美的集团,32.25,32.62,31.8,32.1,32.03,0.22,0.6869,0.6172,39304285,1264349116.23,208037486365.0,205376861365.0,32083
2017-02-16,'000333,美的集团,32.03,32.1,30.93,31.0,31.06,0.97,3.123,0.649,41327408,1302878001.71,206618315915.0,203975840915.0,29005
2017-02-15,'000333,美的集团,31.06,31.45,30.7,30.83,30.69,0.37,1.2056,0.4778,30427042,947849153.89,200361064387.0,197798614387.0,25592
2017-02-14,'000333,美的集团,30.69,31.29,30.6,31.0,30.91,-0.22,-0.7117,0.4165,26523718,818126119.56,197974277722.0,195442352722.0,25331
2017-02-13,'000333,美的集团,30.91,30.94,30.05,30.05,30.12,0.79,2.6228,0.7011,44650847,1368505944.0,199393448172.0,196843373172.0,30248
2017-02-10,'000333,美的集团,30.12,30.48,29.99,30.1,30.02,0.1,0.3331,0.4238,26991885,814459157.03,194297336103.0,191812436103.0,23936
2017-02-09,'000333,美的集团,30.02,30.12,29.87,29.94,29.88,0.14,0.4685,0.3942,25101671,753527779.16,193652258625.0,191175608625.0,20232
2017-02-08,'000333,美的集团,29.88,30.07,29.58,29.65,29.65,0.23,0.7757,0.4023,25621590,763569863.39,192749150157.0,190284050157.0,20444
2017-02-07,'000333,美的集团,29.65,30.17,29.54,30.0,29.99,-0.34,-1.1337,0.5088,32400398,965184287.41,191265471960.0,188819346960.0,23319
2017-02-06,'000333,美的集团,29.99,30.46,29.86,29.9,29.9,0.09,0.301,0.4667,29719260,896997426.33,193458735382.0,190984560382.0,25760
2017-02-03,'000333,美的集团,29.9,30.05,29.4,29.7,29.9,0.0,0.0,0.3744,23840976,708232113.65,192878165653.0,190411415653.0,24463
2017-01-26,'000333,美的集团,29.9,30.14,29.45,29.45,29.4,0.5,1.7007,0.5369,34191530,1022714703.0,192878165653.0,190411415653.0,26419
2017-01-25,'000333,美的集团,29.4,29.59,28.96,29.03,29.1,0.3,1.0309,0.4468,28451758,836778108.71,189652778267.0,187227278267.0,25027
2017-01-24,'000333,美的集团,29.1,29.3,28.8,28.97,28.96,0.14,0.4834,0.42100000000000004,26808705,777495403.37,187717545836.0,185316795836.0,20458
2017-01-23,'000333,美的集团,28.96,29.48,28.9,29.36,29.22,-0.26,-0.8898,0.3942,25106865,732238773.29,186814437368.0,184425237368.0,27864
2017-01-20,'000333,美的集团,29.22,29.35,28.72,28.74,28.77,0.45,1.5641,0.5124,32630800,952583487.72,188491638809.0,186080988809.0,29943
2017-01-19,'000333,美的集团,28.77,29.15,28.58,29.0,29.14,-0.37,-1.2697,0.5826,37098442,1069010751.3,185588790162.0,183215265162.0,41386
2017-01-18,'000333,美的集团,29.14,29.52,28.76,28.76,28.91,0.23,0.7956,0.5336,33983685,996433491.19,187975576827.0,185571526827.0,27287
2017-01-17,'000333,美的集团,28.91,28.95,28.15,28.2,28.25,0.66,2.3363,0.3684,23461039,670703528.89,186491898630.0,184106823630.0,19169
2017-01-16,'000333,美的集团,28.25,28.62,27.79,28.22,28.22,0.03,0.1063,0.4578,29154002,823699857.41,182234387281.0,179903762281.0,27065
2017-01-13,'000333,美的集团,28.22,28.5,28.19,28.24,28.2,0.02,0.0709,0.306,19486113,551763385.7,182040864038.0,179712714038.0,19375
2017-01-12,'000333,美的集团,28.2,28.85,28.18,28.6,28.6,-0.4,-1.3986,0.3984,25368155,721008989.61,181911848542.0,179585348542.0,20463
2017-01-11,'000333,美的集团,28.6,29.24,28.48,29.07,29.18,-0.58,-1.9877,0.3775,24037092,692519330.04,184492158451.0,182132658451.0,21608
2017-01-10,'000333,美的集团,29.18,29.41,29.0,29.0,29.25,-0.07,-0.2393,0.2609,16612513,484385895.6,188233607818.0,185826257818.0,16061
2017-01-09,'000333,美的集团,29.25,29.5,28.91,29.48,29.39,-0.14,-0.4764,0.2787,17747932,517889512.66,188685162052.0,186272037052.0,17765
2017-01-06,'000333,美的集团,29.39,29.69,29.2,29.69,29.69,-0.3,-1.0104,0.3108,19794180,580370040.47,189588270520.0,187163595520.0,18207
2017-01-05,'000333,美的集团,29.69,29.93,29.51,29.82,29.83,-0.14,-0.4693,0.3011,19176212,568420712.18,191523502951.0,189074077951.0,18661
2017-01-04,'000333,美的集团,29.83,29.98,29.13,29.13,29.12,0.71,2.4382,0.5623,35806832,1057612147.95,192426611419.0,189965636419.0,34510
2017-01-03,'000333,美的集团,29.12,29.5,28.62,28.65,28.17,0.95,3.3724,0.6926,44108241,1282988882.98,187846561332.0,185444161332.0,39243
